spkid,IPA,AgeMonth,Register,time_start,duration(ms),mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,dmfcc1,dmfcc2,dmfcc3,dmfcc4,dmfcc5,dmfcc6,dmfcc7,dmfcc8,dmfcc9,dmfcc10,dmfcc11,dmfcc12,dmfcc13
AF,a,20,IDS,31.87766880626794,57.20903777045905,-205.08284,105.585526,-84.4324,-29.538342,-11.907366,19.743547,-5.3188996,-19.542553,-4.1229124,-27.300163,-22.071735,-2.4453673,-3.6986797,60.32522,60.32522,-67.561935,36.26252,24.640945,3.294233,-19.643051,0.5979936,-3.8788052,-8.974412,12.427398,9.186528,9.186528
AF,a,20,IDS,33.60115527799135,55.7035367764982,-220.44383,163.79086,-15.13065,29.947336,-10.172045,3.829169,-20.72049,11.2330475,-0.4030338,-5.604314,0.2952177,-11.797474,1.397588,102.65659,102.65659,-66.92176,2.4793024,-13.059084,-5.2742224,3.7019393,10.158728,-8.418681,0.34912574,-3.09658,0.55118513,0.55118513
AF,a,20,IDS,33.60115527799135,55.7035367764982,-254.89305,113.904495,-29.755703,47.990112,-37.318398,-10.954086,-34.30569,10.039763,-6.5517817,-14.255358,-18.934746,-6.7468414,-11.196821,112.56867,112.56867,-32.95719,-3.7813473,-29.4721,1.5063534,10.496925,13.876955,-12.147561,-6.191482,3.7542582,3.8689623,3.8689623
AF,a,20,IDS,33.60115527799135,55.7035367764982,-263.66998,111.310394,-10.757181,55.810707,-36.539005,0.6270299,-51.532333,-9.765333,-2.7752798,-19.99792,-26.004955,-2.337088,-9.836557,126.4564,126.4564,-27.749844,-12.890912,-27.591839,-7.496664,-5.196182,24.378527,-5.116293,-11.614838,8.830416,8.084199,8.084199
AF,a,20,IDS,33.60115527799135,55.7035367764982,-230.80872,98.70489,-32.974186,45.28653,-59.913322,15.228155,-65.76845,-28.042612,-4.8506184,-33.51802,-27.245842,-2.8735633,-8.421033,98.91727,98.91727,-26.709179,-13.469568,-15.029187,-2.9275627,-21.635384,30.458916,-2.7377043,-11.197612,15.322228,9.412405,9.412405
AF,a,20,IDS,33.60115527799135,55.7035367764982,-192.82585,87.908226,-27.380064,42.912315,-49.248314,23.100609,-57.50123,-25.823168,-7.7146187,-34.119358,-23.120182,1.2115769,5.913658,82.72289,82.72289,-22.497955,-10.934125,-9.905853,-4.126457,-24.46189,24.893305,-4.148095,-7.7027817,17.665468,14.51692,14.51692
AF,a,20,IDS,33.60115527799135,55.7035367764982,-190.48703,81.00607,-12.505161,40.612946,-46.142944,16.868532,-54.660614,-27.462872,7.6000566,-33.803055,-12.396078,1.1251066,8.187519,88.99094,88.99094,-20.196564,-16.818892,-11.872207,-4.258835,-22.165703,31.130335,-3.1700916,-9.998068,17.46408,10.291799,10.291799
AF,u,20,IDS,34.25303720837579,88.82455864360139,-290.14243,162.49622,-27.700283,28.053185,-3.7409348,0.02207017,-9.545238,-0.655006,3.0145564,-8.652739,-29.03133,-8.110158,2.9867866,131.22107,131.22107,-67.22152,11.979674,-14.015557,-2.9021513,-0.33853808,6.279897,-3.9988663,-16.022943,0.2712903,16.009058,16.009058
AF,u,20,IDS,34.25303720837579,88.82455864360139,-318.1026,158.33669,-66.79196,27.075834,-24.315533,5.122773,-17.04095,1.0334495,-2.583314,-14.648456,-24.821873,-21.261158,-2.7301345,125.65532,125.65532,-65.630424,21.238214,-10.976531,3.637291,-2.0446618,7.2288184,-7.8409524,-11.11928,-3.3063512,11.045869,11.045869
AF,u,20,IDS,34.25303720837579,88.82455864360139,-326.8469,158.15207,-63.01557,27.967728,-35.639664,1.3715233,-13.033632,1.0723643,-1.408575,-21.759195,-28.354345,-23.143562,-7.4316854,131.91566,131.91566,-65.09217,13.687954,-13.298102,11.303016,-0.14957947,5.8125286,-11.41578,-13.472885,-0.6921835,10.46133,10.461329
AF,u,20,IDS,34.25303720837579,88.82455864360139,-361.1779,143.1278,-48.029243,27.610197,-20.173925,6.1159177,-16.79749,2.6856165,1.4540932,-26.191528,-33.57968,-31.229372,-5.433098,156.57433,156.57433,-57.758804,13.927659,-10.74714,1.6882181,-1.7151506,9.125792,-14.438573,-17.516888,-2.5189219,14.073292,14.073292
AF,u,20,IDS,34.25303720837579,88.82455864360139,-385.82556,148.58926,-32.456226,28.166496,-6.832347,5.832691,-15.172048,3.1592107,2.705216,-23.823019,-41.002724,-32.997997,-6.1731677,176.68466,176.68466,-60.211384,12.81194,-11.166903,-4.1698503,-1.3367403,8.938632,-13.491115,-21.85397,-4.587489,17.414778,17.414778
AF,u,20,IDS,34.25303720837579,88.82455864360139,-401.7174,146.7608,-20.5905,23.753307,-4.4544077,9.440924,-6.8820415,0.30972242,-6.6547565,-35.93039,-44.365227,-24.824383,-5.9907675,190.56346,190.56346,-61.50375,8.068047,-7.156192,-1.2138169,-4.565601,0.113642454,-18.120056,-18.855236,5.5530033,19.18723,19.18723
AF,u,20,IDS,34.25303720837579,88.82455864360139,-420.92865,137.86166,-18.925503,29.095373,5.8617783,8.839389,-7.6365023,-3.6389346,-17.111477,-26.153038,-35.99726,-25.332722,-16.491432,201.00157,201.00157,-54.383144,12.3936405,-10.127993,-6.7491403,-6.239162,-4.7374873,-11.257051,-9.442892,0.41015816,9.752914,9.752914
AF,u,20,IDS,34.25303720837579,88.82455864360139,-442.6094,141.91772,-2.0600555,36.79473,13.921108,7.1145167,-19.390226,-17.158007,-9.643358,-12.689388,-18.960705,-8.778093,-6.1951103,220.27467,220.27467,-52.561497,7.990582,-14.840107,-16.655668,-12.136262,4.873434,2.2343092,-4.6586733,1.9556475,6.3827972,6.3827972
AF,u,20,IDS,34.25303720837579,88.82455864360139,-455.53052,123.28431,-6.523532,19.51675,8.022367,7.870529,-7.667712,-0.21044487,1.915706,-16.247822,-28.535774,-10.936228,3.6452472,224.5035,224.5035,-51.88378,7.272949,-5.8231106,-7.8450394,-4.040487,4.791709,-8.018688,-15.22574,2.655797,16.090511,16.090511
AF,i,20,IDS,50.439659044665234,76.7805506919288,-203.89952,113.56064,21.100197,33.946228,-3.0068903,-13.503969,-6.885606,-23.01073,-34.60173,0.3071236,-23.467173,-0.75601315,-7.2400513,112.49986,112.49986,-39.807205,-12.053544,-23.7251,-1.9393578,-4.753381,-13.858063,11.658927,5.567279,-0.5315684,8.113561,8.113561
AF,i,20,IDS,50.439659044665234,76.7805506919288,-246.57811,94.17932,22.561998,41.97258,-19.917892,-21.396084,2.5441813,-16.948925,-28.894094,-2.8574302,-35.711433,-10.724508,-19.441296,134.57005,134.57005,-26.10337,-21.239946,-31.684332,11.231037,2.2235794,-15.719138,7.0457473,-3.4086695,-3.9335392,8.135069,8.135069
AF,i,20,IDS,50.439659044665234,76.7805506919288,-249.92769,116.55058,8.716665,41.353546,-22.047691,-35.543633,8.307791,-18.017448,-35.37063,5.7029905,-25.558426,-8.830326,-5.356948,129.32217,129.32217,-37.59852,-15.382178,-38.44859,15.177741,8.763092,-21.83921,11.86022,4.906101,-7.2666583,10.1007395,10.1007395
AF,i,20,IDS,50.439659044665234,76.7805506919288,-253.88791,109.34566,13.669884,54.884926,-20.061571,-19.022375,5.575213,-14.509584,-28.833408,5.168658,-12.254892,1.8038425,-12.094567,133.7789,133.7789,-27.230366,-16.865728,-36.95365,12.818392,2.2563953,-17.204311,9.839121,8.289258,-1.6824076,0.080162525,0.080162525
AF,i,20,IDS,50.439659044665234,76.7805506919288,-268.54663,100.72974,25.335373,42.01901,-35.583305,0.63937664,1.6211216,2.4571338,-17.707695,1.7229987,-13.379425,2.6954033,-12.628893,146.94101,146.94101,-29.355364,-30.45934,-20.689816,18.602213,0.90887856,-9.664409,-0.36706752,2.164135,0.4862023,0.37526608,0.37526608
